,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,Size:
401,5,True,2014-08-16,ABCIDPOKCXJOB,B00006L9LC,Linda Alana,These are the best perms!  I only wish we could still buy them.  The foam is so much nicer to work with and Ogilvie is a wonderful product., 354
402,5,True,2014-08-10,A1VOA3CU9XRDDS,B00006L9LC,BBoker,Makes my hair shine better than anything else I've tried!, 3
403,5,True,2014-08-09,A2I0X28L5E42VU,B00006L9LC,Debbie,"love this bubble bath,love all avon bubble bath,lathers great and smells great", 337
404,5,True,2014-08-07,A2F87BBKVFB2H1,B00006L9LC,georgina,Really good, 23
405,5,True,2014-08-04,AZCOSCQG73JZ1,B00006L9LC,william,"extremely pleased, very pleasant scent, very longlasting...", 392
406,5,False,2014-07-31,A1TWEWYOCWT9T,B00006L9LC,Emily,"I have been using this product since it launched, back several months ago. I have a ton of hair but it is somewhat fine. I color and use a ton of heat. So my hair is slightly on the dry side. This product line adds just the right amount of moisture and shine to my hair but doesn't make it oily and it isn't too heavy. I would recommend this product to anyone...no matter what your hair type! I buy all of my product from Sally Beauty Supply. This is one of my favorites!", 101
407,4,True,2014-07-31,A3PE70GMGCY2AL,B00006L9LC,Michael W. Balthrop,"Smells great. I'm looking for the cologne that matches. I have the Green Tea cologne and it's a great match for the Green Tea Body Wash. I wish this product offered the same. My complaint that the scent only lasts about 4 hours is the same as that for Green Tea. If you are looking for a very fresh scent (especially if you are a guy), this is a product I recommend.", 200ml/6.7oz
408,5,True,2014-07-16,AH89QE41D1PRP,B00006L9LC,staci,I wish this were not a discontinued product. But I'm glad I found what's left of it! Great product!, 3
409,5,True,2014-07-13,A1IGBEWKIVXYFL,B00006L9LC,Kathryn A. Stefaniak,Making waves curl defining shampoo really is great for my perm.  It keeps my curls nice and curly.  I use it once a week usually and my perms last so much longer by using it.  I don't use any other product other than the shampoo and conditioner and my hair looks like it has a natural curl to it.  I highly recommend Making Waves shampoo., 50
410,5,False,2014-07-12,A125TMC44CJBKK,B00006L9LC,Mustang Shelly,All time favorite!!!! Wish they still carried this!!!, 410
411,5,False,2014-07-11,A2EAXA5O0FMMNV,B00006L9LC,Zeni,"Fantastic!  I love the Diva fragrance. It has been my fragrance of choice for over 30 years and I'm amazed at the number of compliments I receive.  People often ask what I'm wearing and where they can get it.  The original Creme Perfume in a tube (from the 1980's & 1990's) is no longer available and neither is the Body Lotion.  I do wish Ungaro would bring those items back.  Even though the formula for this Perfumed Body Cream in the jar does not seem to be the same as the original, it is still wonderful and I will continue using it, along with the spray perfume, as long as it is available.", 366
412,4,False,2014-07-09,AM8B1RWTFOE38,B00006L9LC,Victor hugo palomera,Ok, 39
413,4,False,2014-07-08,AJZGMDK1NA990,B00006L9LC,Great Dane Mom,"Both of these products work well together.  The shampoo has an earthy smell,  but it is not unpleasant.  I feel that I am losing less hair.  Maybe it even feels thicker.  I know it is growing faster.", 38
414,5,True,2014-07-06,A30C827CX52Y3U,B00006L9LC,Judy,"Thank You, I only wish it was more affordable.", 18
415,5,True,2014-07-04,A1UMO57A3IQGT7,B00006L9LC,rjon,A gift that was appreciated by the receiver., 329
416,4,True,2014-06-28,A3KHIT48AYHC0L,B00006L9LC,DLB,Have used this product for the past 7 months. It has proven to be a great shampoo by improving the overall health of my hair., 5
417,5,True,2014-06-24,A1XDV760ZLXN57,B00006L9LC,Patti,I have used this off and on for several years and is great for natural curly hair. Can't find it in any stores so was glad to find it on line. I was told they quit making it., 59
418,5,True,2014-06-22,A11L1TI883AOSV,B00006L9LC,Trudy Goodwin,"You Just need a little, and it lathers up great. Smells good, leaves my hair shiny and curly, and manageable. My only complaint is for some unknown reason, they stopped making the 32oz. size. Probably because they want you to buy more of the 11oz size.", 50
419,5,False,2014-06-21,A3A5ATNHC0QPQA,B00006L9LC,Travel nerd,"These two products are very good for my hair.  I have colored, thinning mid length hair and it keeps my locks moisturized and looking good.  I scalp feel clean and I don't feel like these products weighs down my fine hair.  The fragrance is very great and doesn't bother me, even though I'm very sensitive to fragrances.  Will keep using these products.", 7
420,5,True,2014-05-20,A2KQ0AAX4DKI1Q,B00006L9LC,Timothy E Murray,This cape was durable and very inexpensive.  I cut my husband's hair and this is just what I needed.  The velcro at the neck insures a proper fit., 174
421,5,False,2014-04-21,A2T146POE1RZTX,B00006L9LC,Abbakadabba,"I am a diehard bare minerals fan. Every single brush I own is by bare minerals EXCEPT for this one. I've used this brush nearly every day for at least 5 years now and the only reason I can tell its not brand-new is because the words ""Elizabeth Arden"" have worn off. I've never ever had a single bristle fall out of the brush, even when I'm washing it. I also take good care of it and wash it every week with baby shampoo. (Side Note: baby shampoo is significantly less expensive and works better than any ""makeup brush shampoo"")

The bristles are unbelievably soft and give a really even powder coverage and its very easy to vary the fullness of coverage with this brush. The angle is absolutely perfect for applying foundation. I find that this brush works really well with the Bare Minerals loose powder foundation, though I've gotten wonderful results using this brush with pressed powder as well.

This brush is extremely high quality, worth every penny and if you take care of it, it will last you forever.", -
422,5,True,2014-04-05,AWXM25EMPKYKW,B00006L9LC,Barb Williams,"I really liked  this perm.  It is easy to use and not as messy as the others.  If you was 'doing
it yourself' you could tell where you was at on the curlers, because of the foam.  I have thin, fine,
naturally curly hair.  Because my hair is so thin and fine,  I wanted this perm mainly for body.  It worked really well for what I wanted.  Unfortunately I can't find it now.  Hope I can find it again.  I would recommend it to anyone.  (When I had my hair stylist used this perm, they was
amazed at how easy it was to use.)", 354
423,5,True,2014-04-02,A3QYF175C7E1CN,B00006L9LC,SABRINA KROUSE,good soap.  I have skin allergies and am having trouble with mass produced soaps.  So far so good and my skin feels great., 363
424,5,True,2014-03-17,A1YMRBCFZ6C62E,B00006L9LC,Mike  J.,"This is the original Matrix Amplifying / Volumizing System Shampoo with the number #1
printed on the front label. This is the original formula, which is much better than Matrix's
new shampoo in the semi-clear/white bottled formula, by far !

Matrix should have never changed their old formula, for it does not work as well as the old one....!", 87
425,5,True,2014-03-08,AD6WIZKKXYQVL,B00006L9LC,MLawton,This treatment is awesome to reinforce your hair and make it look shinny and healthy. I def recommend it for everybody., 369
426,5,False,2014-02-12,AA91G2AGEGOEJ,B00006L9LC,therman silks,This soap smells so good - clean and intriguing - that anyone who uses it in my home comments on it. It's not in any stores in my town so I found it online and ordered it - not some thing I usually do., 12-Ounce (Pack of 3)
427,5,True,2014-02-07,A3RGQCA2GSFLX2,B00006L9LC,self,"hard to find a lab coat the fits nice.  this one does. This is my second coat and i am not disappointed. If I need a new one, wold by again. shipping was on time.", 169
428,5,True,2014-02-04,A31XUJMEDBUGKR,B00006L9LC,Terry V.,"Beautiful Beginnings have been the answer to my prayers when it comes to my daughter's very thick and curly hair. The shampoo, Detangler and Conditioner work like a charm together. Her hair was breaking too much prior to me using these, not, I only get a few strands when am all done washing and combing her hair. I can't seem to find them in the local Sally Beauty Supply nor grocery stores. Highly recommend!", 23
429,5,True,2014-02-03,A3UIVN10P30BE2,B00006L9LC,Kristin Henry,"I purchased a bottle of this shampoo because it's my favorite, ever. But when it arrived it had been wrapped too tightly and the top of the bottle broke off during shipping. I kept it because I was almost out of my bottle but let them know it had arrived damaged. They were nice enough to replace my bottle and send a very brief apology. You can definitely buy this stuff anywhere, but there's some peace of mind that comes from knowing your supplier will take care of you.", 200ml/6.7oz
430,5,True,2014-01-27,A265U4400IMZN4,B00006L9LC,Elaine Blake,"Great buy
Product works very wel;l.  Leaves skin smooth and soft
If you use Estee Lauder products,  Amnazon is great place to save money on them", 1.7 oz
431,5,True,2014-01-11,A2KBQZJJRS5FKY,B00006L9LC,hector,"It works amazing, fantastic, never used something like this before I highly recommend this product I will keep using it", 439
432,4,True,2014-01-07,A222BBVJ75BTFE,B00006L9LC,Beth,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles).", 200ml/6.7oz
433,5,True,2013-12-30,A2WEFN5GAH3CUE,B00006L9LC,carmen zook,"Love this shampoo, can't get enough of it! Leaves hair super soft, shiny and manageable. A little expensive to buy but well worth the investment!! Nothing else compares!", 32
434,5,True,2013-12-20,AZJMUP77WBQZQ,B00006L9LC,S. Foote,THIS WAS A GIFT PURCHASED LAST YEAR FOR MY DAUGHTER WHO ABSOLUTELY LOVES CURVE FOR WOMEN AND WHO COULD PASS UP THE PRICE I PAID!!, 329
435,5,True,2013-12-18,AUYOTOM5XVNL,B00006L9LC,Lou,"Makes my facial pores smaller and I swear  that my wrinkles seem less obvious around my eyes.  Much appreciated
since large pores run in the family.", 340
436,5,True,2013-12-15,A1IMRCSU4F0409,B00006L9LC,Bdot,Packaging was nicely done with bubble wrap and paper. Box is amazing besides perfume and I love the new red door design. Order this one because im used to the old bottle design which they sent the new one and im glad they did., 367
437,5,True,2013-12-12,A1THB1R8LWTMPV,B00006L9LC,Tom Blakney,My ordered and loves it so guess what I love it if she loves It and if Mama is happy every body is happy!!!!, 367
438,5,True,2013-12-12,A3JXCMOICECC61,B00006L9LC,denise blandford denise blandford,Love this stuff makes my skin feel great the only brand I buy just wish it did not cost so much, 8.0 fl. oz.
439,5,True,2013-12-10,A2OQZFZLIMR4AR,B00006L9LC,C McNulty,I will never be without this product.  I have used it for 5 years.  Foundation just glides on over top.  I use it with Estee Lauder foundation but you could probably use another brand.  I am 62 and get compliments on my skin all of the time., 1.7 oz
440,5,True,2013-11-25,AKZJ49U7BQU4U,B00006L9LC,GG,"This is the best product I've found that somewhat controls any frizz in my hair, without making it dull and weighted down.  I've tried so many other products which have not performed well.  Perfect product that is not tested on animals!  I use it together with MOP c-straight smoothing conditioner.", 403
441,5,True,2013-11-21,A3HSZWSBQVFNEV,B00006L9LC,Williams,"I have thick but fine hair, and I had a hugely horrible cut that left me with layers of split ends.  My hairdresser recommended this product and it's absolutely terrific for my hair.  It leaves it looking much better while it grows out.  My hair looks a little courser (nice), and I get great volume. Split ends are managed better.  Great smell too.  I use it with the Matrix conditioner (and I usually don't like conditioners) and it leaves my hair so soft but it doesn't lose its shape.  I was recently traveling and ran out, used a different product to wash my hair, and was miserable until I could get back to this product.", 7
442,5,True,2013-11-13,A1I03N0S6W4AVL,B00006L9LC,ariadnebalt,Makes my skin feel amazingly elastic and soft. A little goes a long way. Pricey but definitely worth it! LOVE IT!, 364
443,5,True,2013-11-12,A7VOU5ARHQ20F,B00006L9LC,Medraut,Love this stuff.  It works better on my Psoriasis better then the medical creams and ointments the doctors prescribed.  Too bad they stopped making it.  Horde it all now because someday it will be gone and you will be forced to use head and shoulders., 19
444,5,True,2013-11-11,A1SRZ1S3FJPU1D,B00006L9LC,Alexandre,"This product was definitely a good deal for me. No surprises about the delivery estimated time and especially (and much more important) because the product that arrived here was exactly what I was expecting.

The seller did everything just like promised and I will have no hesitation in buying something with him again if I get interested by any of his products.

By the way, this bottle has an excelent size for saving money by buying in big quantities, so a definitely recomend it!", 29
445,5,True,2013-10-30,AT55FHUTTF5DM,B00006L9LC,Loonytoon.,I always get compliments when I wear this perfume. It was delivered in a timely manner. It looked just like the picture. The price was nice., 328
446,5,True,2013-10-27,A3YUWJTIW15EE,B00006L9LC,Fancy Lady,I love this lotion and use it under make up for a glow. I used to be able to but it locally but can't find it any more. This is a good price., 30mla144
447,5,True,2013-10-23,A12B5Y225ADJWE,B00006L9LC,J. Johnstone,My favorite color:) a nice brown with some sparkles. I would recommend to a friend any day of the week!!!, 402
448,5,True,2013-10-18,A2MTXSVB9MC8IO,B00006L9LC,CAROLINA TRUJILLO,"Matrix Biolage Fortifying conditioner is excellent. I use it all the time specially when I go to the beach, I live it on to protect my hair.", 10.1 oz.
449,5,True,2013-10-02,AHQFK3PX6EKQH,B00006L9LC,Trisha Ramirez,I have been wearing for years while I am on stage (and off stage).  I wish it were still in stores.  Thank you!, 444
450,5,True,2013-09-26,ADNBIWDCIZJ0S,B00006L9LC,J. MILLER,"In my opinion any product by Decleor is going to improve your skin!!
High end luxury skin care at a good price.", 370
451,5,True,2013-09-20,A3KRACVKGYH453,B00006L9LC,C Emerson,"I just love this shampoo. Unfortunately, I can't find it in any local stores.  Try it, you'll really like it.", 18
452,5,True,2013-09-15,A2MWZ6TCFPWTPH,B00006L9LC,N. Pfamatter,I've worn Chanel #5 since I was 12 years old.  This was a great price for the only perfume I've ever worn., 361
453,5,True,2013-09-13,A13PKMKQ0177SH,B00006L9LC,cara luter,I have been wearing this fragrance for years and the body cream luxurios. In fact I wear it alone for a longer lasting and subtle effect., 366
454,5,True,2013-09-06,A1ANGX1BIKKJL1,B00006L9LC,Tresha Gillingham,"Best shampoo and conditioner for fine, bleach blonde hair! The only set that makes my hair smooth and HEALTHY! LOVE IT!", 7
455,5,True,2013-09-01,A2HMKJTX67U6SO,B00006L9LC,S. L. CHANCE,Good shampoo and conditioner.  I have always colored my hair and this set protects my color as it really cleans my hair.  The fragrance is nice and light.  Will buy again., 7
456,5,True,2013-08-29,A9SA7CY8HA291,B00006L9LC,Anita Dusek,"As always Bare Minerals never disappoints and the color is gorgeous and goes with everything, it is a must buy.", 402
457,5,True,2013-08-21,A11AZPF8R6A1F8,B00006L9LC,Trini Chic,"Great product that works well when used together with repair formula conditioner. Love the way my hair felt after shampooing,", 32
458,5,True,2013-08-18,ASUIA1YIKZUOO,B00006L9LC,Susan Fisher,I have used this before and had missed it terribly. It is a fabulous product that I recommend for anyone with dry course hair., 3
459,5,True,2013-08-18,A1AG4CEH4EYXIT,B00006L9LC,Bridget,"Been wearing it for years, can't find it in stores anymore.  Has just a little bit of sparkle.  Like the color a lot!", 444
460,5,True,2013-08-06,AZ4T3DDT8L9EQ,B00006L9LC,Michelle Adams,THIS IS WHAT BODY GLOSS IS SUPPOSED TO BE LIKE... IT JUST SHOULDNT HAVE TO COST SO MUCH TO BUY, 30mla144
461,5,True,2013-08-02,A3AF038W92E3I,B00006L9LC,Hismai,"My hair feels soft after I started use them. They smell wonderful! If you are like me, asian, with lots of thick hair, that are prone to frizz, I think for this prize, it's worth trying them!", 432
462,5,True,2013-07-19,A1929HU28OJ7D8,B00006L9LC,Kimra Martin,"I have fine hair that's oily at the crown and very dry brittle ends.  A year ago my stylist recommended the HBL products.  Now I can't live without them!  I use hydrating shampoo and the hair masque. Only a small dab needed.  The higher cost is made up for in value of the product. I occasionally change up shampoo by using the HBL volumizing shampoo.  With the hydrating I wash hair more quickly as it is rich but never leaves hair oily.  With the masque...I do use daily but I apply first at the brittle ends and then work up from there....basically only using the remaining residuals of the shampoo on my crown.  After washing I towel dry and after it begins to dry I then work into the dry ends, a pea sized amount of the HBL Shine and Seal.  Any residual on finger tips is lightly applied to areas with fly aways. My hair looks healthy and naturally shiny!  Products smell fresh and clean.", 3
463,5,False,2013-07-05,A1BRNOD64VZ1GP,B00006L9LC,Jessem,"This is ""hands down"" my favorite shine complex. Smells the best - citrusy and light,fresh. No longer able to find at beauty supply stores. Been using for years !", 403
464,5,True,2013-07-04,A3IVDKJ8B51LO0,B00006L9LC,Penney Hill,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance., 366
465,4,True,2013-06-17,A132O42MLTHYSX,B00006L9LC,Janet Martin,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach..", 29
466,5,True,2013-06-04,A1OZSH4XVMZO5N,B00006L9LC,Allison S.,"Very speedy delivery and the product was exactly as expected. For anyone who hasn't used Biolage products, START. The only shampoo/conditioner that actually performs as promised for my very long, very fine, very long hair! Would definitely buy again from this seller!", 7
467,5,True,2013-06-02,A2WA0B9CJ28E45,B00006L9LC,Rainy,"Great hair care products always leave my hair feeling clean and soft, ive tried a lot of products but these are my favorite", 7
468,5,True,2013-05-15,A125PSVY71Q7KZ,B00006L9LC,BlueAngel,It's great! Packaged right no dents on the box (container) it came with. Love the product been using it for years... Will order again from this store., 329
469,5,True,2013-05-08,AXIGAHX96N522,B00006L9LC,K. Campbell,"I really love this shampoo. the only problem is the vendor doesn't package it well. If you love the smell of fresh grapefruit on a cool summer morning, this shampoo is for you. If not, perhaps you would consider the Macallan single malt scotch shampoo. It is expensive, but leaves you smelling just like the kind of women I like to meet in bars.", 11 fl. oz.
470,5,True,2013-03-07,A3RMWHVP1CX5J1,B00006L9LC,Robert Gray,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import....", 6 Pack
471,5,True,2013-03-03,A2D0ENZGHZ8W6C,B00006L9LC,Angela H. Taylor,"Even it doesn't look as pretty, but it make shower so pleasant.  It totally feels like clean without slipping feeling.", 363
472,5,True,2013-02-27,A3CB8QT4E8R232,B00006L9LC,Broker,This is likely the best shampoo and conditioner that I have bought in recent years. Goes will with the hair gel that they sell as well. Happy with my purchse., 31
473,5,True,2013-02-23,A24FALIPWP6850,B00006L9LC,Daniel Smith,"I wanted to get my 75 year young mother something she would enjoy & not be upset about the cost-(she worried about me for 35+ years) when the package arrived & she saw that mixed w/ my normal items (tools,blades,knives-ect)was a package of some lavender smelling something, she said, as most mom's say-""I hope you didn't spend much on anything for me""-after she used the soap & walked into the living room, she said ""what a wonderful soap & such a thoughtful gift"" I know my mom loves lavender (I smell like wood most of the time) she still remarks on how well she enjoys the soap & it does have a long lasting fragrance- if any of you men out there, have a mother,daughter,sister or wife, that likes lavender & relaxes when they do what ever women do in the bathroom- you will make some points by investing a few $ in this soap- such a simple thought w/ wonderful results- Thanks once again Amazon & thanks EO for a wonderful product", 340
474,5,True,2013-02-18,A2ZSMS6M1Q4Y9R,B00006L9LC,Barbara S,Smells great with out the allergy issues.  I wish I didn't have to have required number of words.  What more can I say about soap?, 340
475,5,True,2013-02-13,A62S8THB8S60B,B00006L9LC,Pete Lim,"~BACKGROUND~
We purchased this cape to use when my wife gives me and my son haircuts.

~PROS~
- Adjustable neck strap (works on me and my 7 year-old son)
- Good size at 36"" x 54""
- Repels water
- Appears to be well made

~CONS~
I would prefer a snap closure versus the velcro which tends to hold hair - a minor gripe though.

~CONCLUSION~
This cape has made cutting hair easier as it keeps cut hair off of clothes and contains a lot of hair so it can be dumped into the trash can and shaken out outside.", 174
476,5,True,2013-02-08,A1D18EJF6LHYDV,B00006L9LC,Penny Allen,"I was nervousness about the scent because IVe never tried this, but I love Paul Mitchell so I decided to try it.  It smells great!!!  This is a medium hold spray, so I'll use it when my hair is down (I use a stronger hold when I put my hair up).  Shipping speed was good to Alaska too.", 80
477,5,True,2013-02-08,A31W4OHQPNCNKY,B00006L9LC,Sandi Mc,"it is a mauve with shimmer.  I knew this because I have bought it before but the picture on the site looks more like a peach color.  I have been trying to find this everywhere and finally thought to look here at Amazon.  I am so glad I was able to find it.  I would suggest that you retake the picture though as it is more of a dark mauve with shimmer than what the picture suggests as a peachy color.  Thanks,", 444
478,5,True,2013-02-04,A3FZSM6JYA65PR,B00006L9LC,samburn,"I love the fragrance and it leaves my hair very silky.  Combined with the Bvlgari Conditioner, this is my favorite brand.", 200ml/6.7oz
479,5,True,2012-12-19,A2KNKDQ38Q31SJ,B00006L9LC,TennesseeGrl,"I stayed at the Ritz-Carlton in Mexico and was really sad when the shampoos I used there ran out. They make your entire hotel room smell great when you use them.

This one has a similar impact. I use it as body wash too, but if you do it I recommend using a loofa to increase the longevity of the bottle. I've been using mine for four months and it only just now ran out. I have used it conservatively, maybe two times or three a week. I use the perfume too, but even with the perfume, my skin and hair still smells like the product for a few hours into the day. I have gotten a few compliments from strangers that I smell nice and clean with just the shampoo alone.", 200ml/6.7oz
480,5,True,2012-12-03,A3GAQQZKTZIGEX,B00006L9LC,Bre,"Everything about Kerastase is fantastic!!  The Chrome Riche line promotes healthy shiny hair.  Love it!!  I also buy Kerastase Fusio-Dose Systeme Professionnel.  It's a made-to-measure at home treatment program.  The light orange bottom (for dry hair) or green bottom (for weak hair) mixed and matched with the pink (for shine), gold (condition) or green (protection) cap booster is the best!!  Makes your hair feel incredible in just a few minutes.  Best stuff ever!!!", 29
481,5,False,2012-10-08,A9QBM4RNQ7L9T,B00006L9LC,Kathy T.,"I purchased this for my daughter for her science class, and this is the second year she is using it. It still looks like new - which is amazing considering my daughter is a bit on the messy side.", 169
482,5,True,2012-08-24,A20Q8XM208DXT1,B00006L9LC,Lloyd,"My hair was falling out, probably because of Psoriasis. Polytar stopped my hair from falling out and most of it grew back. Can't be without this shampoo, no longer available in my province. Thank You Amazon.", 19
483,5,True,2012-07-20,A19BNMVUQDMFGK,B00006L9LC,Christine-Lee,"This is a very good soap for dry skin; leaves skin moisturized & soft. My husband & I use it after swimming to counteract the chlorine. Has a light citrus scent, which does not last.
I tried Bob & Trout soaps on a whim, & have been most pleased. My favorite is the Sea Salt & Kelp; the Winter Spice is the best scent. Try these soaps-- you will like them!
I have a longer review under the Sea Salt w/Kelp soap.", 363
484,5,False,2014-12-14,AIIR8E34EDKCQ,B00021DJ32,Kasia S.,"NARS is a treasure for those who get to hold the velvety feeling case in their hand and the blush and eye shadow are my particular favorites here. Super Orgasm by NARS is a glowing, dispersed mash of papaya and raspberry shade with a metallic cloud of shimmer with tiny bits of chunky glitter. That might sound scary but its so wonderfully fine that it looks radiant and as if it was coming from within. For everyday makeup I reach for this no matter what Im wearing or what makeup goes on, it just looks alive even before I have my coffee without looking over done.

 This shade is sultry and sun kissed with this Hollywood Photoshop filler thing going on, it simply looks delicious. I love the whole range and Im also a fan of the NARS Sin  and Orgasm blushes, but this is the best.

- Kasia S.",
485,5,False,2014-01-06,A2LAS014NSRW72,B00021DJ32,Luisa Remy,"Okay, how great can a blush be?  How often do you see this one referred to?  ALL the time.  I tried it.  Rosy medium skin (touching on rosacea).  This works perfect for me.  There are flecks in it but I wouldn't call it glitter at all. Just light reflecting partlcles. No harsh lines on this, just a great shade.  LOVE it.  Leans towards pink but there is a warmth to it that is almost peach if that's possible.  Not a cold pink anyway.",
486,4,False,2013-11-14,A3E5V5TSTAY3R9,B00021DJ32,Rather be at the Beach,"This is truly a high quality blush.  It goes on smoothly and doesn't need a touchup until, maybe, late afternoon.  So you really do use very little.  There are such beautiful colors from which to choose.  I recommend it.",
487,5,False,2005-06-28,A281NPSIMI1C2R,B0002JHI1I,Rebecca of Amazon,"CoQ10 is essential for healthy youthful skin. This naturally occurring nutrient is found in every living cell of your body, and provides the source of all cellular energy for building new cells and tissue for smooth, firm skin. As a powerful antioxidant, CoQ10 neutralizes free-radicals caused by sun and environmental exposure defending your skin against further damage.

This is the most delicious cleansing cr&egrave;me. Not only does it smell like a field of flowers, it is 84% organic. This soap-free formula is blended with CoQ10, lavender floral water, Aloe Vera and green tea to help prevent wrinkles and give you a wonderful cleansing experience. It is 100% Vegetarian and there is no animal testing.

They say to dampen your skin with warm water first, but I just put this straight onto my face before getting into the shower. It is soap-free so it won't dry out your skin. I've also used it as a moisturizing mask.

For a quick face cleanse try smoothing this luscious yet lightweight cream all over your face, just take a warm washcloth and wipe it all off. For a beneficial moisturizer, look up Avalon Active Organics Vitamin C Moisture Plus Lotion with SPF 15. It smells like freshly squeezed orange juice. In fact, the cream is very healing and you can use it anywhere on your body where you need healing.

Active Ingredients: Patented Coenzyme Q10 (U.S. Patent No. 4,654,373)

Inactive Ingredients: Certified Organic Lavender Floral Water, Herbal Infusion of Certified Organic Green Tea, Chamomile, Althea, Sage, And yarrow, Caprylic/Capric Triglyceride (from coconut), Stearic Acid (vegetable fatty acids), Certified Organic Safflower Oil, Shea Butter, Certified Organic Aloe Vera, Certified Organic Sweet Almond Oil, Certified Organic Rosemary Extract, Sorbitol, NaPCA, Tocopheryl Acetate (Vitamin E), Retinyl Palmitate (Vitamin A), Methyl/Propylparaben, Pure Essential Oils of Neroli, Bergamot, Mandarin, and Sweet Lavender

~The Rebecca Review",
488,5,False,2004-09-21,A281NPSIMI1C2R,B0002JHI1I,Rebecca of Amazon,"CoQ10 is essential for healthy youthful skin. This naturally occurring nutrient is found in every living cell of your body, and provides the source of all cellular energy for building new cells and tissue for smooth, firm skin. As a powerful antioxidant, CoQ10 neutralizes free-radicals caused by sun and environmental exposure defending your skin against further damage.

This is the most delicious cleansing crme. Not only does it smell like a field of flowers, it is 84% organic. This soap-free formula is blended with CoQ10, lavender floral water, Aloe Vera and green tea to help prevent wrinkles and give you a wonderful cleansing experience. It is 100% Vegetarian and there is no animal testing.

They say to dampen your skin with warm water first, but I just put this straight onto my face before getting into the shower. It is soap-free so it won't dry out your skin. I've also used it as a moisturizing mask.

For a quick face cleanse try smoothing this luscious yet lightweight cream all over your face, just take a warm washcloth and wipe it all off. For a beneficial moisturizer, look up Avalon Active Organics Vitamin C Moisture Plus Lotion with SPF 15. It smells like freshly squeezed orange juice. In fact, the cream is very healing and you can use it anywhere on your body where you need healing.

Active Ingredients: Patented Coenzyme Q10 (U.S. Patent No. 4,654,373)

Inactive Ingredients: Certified Organic Lavender Floral Water, Herbal Infusion of Certified Organic Green Tea, Chamomile, Althea, Sage, And yarrow, Caprylic/Capric Triglyceride (from coconut), Stearic Acid (vegetable fatty acids), Certified Organic Safflower Oil, Shea Butter, Certified Organic Aloe Vera, Certified Organic Sweet Almond Oil, Certified Organic Rosemary Extract, Sorbitol, NaPCA, Tocopheryl Acetate (Vitamin E), Retinyl Palmitate (Vitamin A), Methyl/Propylparaben, Pure Essential Oils of Neroli, Bergamot, Mandarin, and Sweet Lavender

~The Rebecca Review",
489,5,False,2017-09-22,A281NPSIMI1C2R,B0006O10P4,Rebecca of Amazon,"Warm, soothing and a little spicy. This zum bar soap is perfect for fall weather. The creamy goat milk base makes it very moisturizing. I'm in love with all the zum bar soaps and keep trying new ones. This scent is the most comforting so far. I give these soaps away as gifts as well. This one would make a great holiday gift because of the frankincense and myrrh.

~The Rebecca Review", 3 oz.
490,5,True,2013-12-27,A3E5V5TSTAY3R9,B0006O10P4,Rather be at the Beach,"This is the best smelling soap I've ever found. Some of them are so potently scented that when I put a bar in the bathroom, we can smell it in the bedroom. The goat's milk formula is gentle on my skin. The colors are beautiful, too. Unfortunately, some of them stain our white washcloths. The  price for a 3 oz. bar makes Zum Bars a luxury item, but they are high quality. They make wonderful gifts.",
491,5,False,2013-12-27,A3E5V5TSTAY3R9,B0006O10P4,Rather be at the Beach,"This is the best smelling soap I've ever found. Some of them are so potently scented that when I put a bar in the bathroom, we can smell it in the bedroom. The goat's milk formula is gentle on my skin. The colors are beautiful, too. Unfortunately, some of them stain our white washcloths. The $8 (with shipping) price for a 3 oz. bar makes Zum Bars a luxury item, but they are high quality. They make wonderful gifts.",
492,5,False,2013-12-27,A3E5V5TSTAY3R9,B0006O10P4,Rather be at the Beach,"Ridiculous price.  This is the best smelling soap I've ever found. Some of them are so potently scented that when I put a bar in the bathroom, we can smell it in the bedroom. The goat's milk formula is gentle on my skin. The colors are beautiful, too. Unfortunately, some of them stain our white washcloths. The $6 price for a 3 oz. bar makes Zum Bars a luxury item, but they are high quality. They make wonderful gifts.",
493,4,False,2013-12-27,A3E5V5TSTAY3R9,B0006O10P4,Rather be at the Beach,"This is the best smelling soap I've ever found. It is so potently scented that when I put a bar in the bathroom, we can smell it in the bedroom. The goat's milk formula is gentle on my skin. The colors are beautiful, too. Unfortunately, they stain our white washcloths. The $12 price for a 3 oz. bar makes Zum Bars a luxury item, but they are high quality. They make wonderful gifts.",
